date_key,customer_key,product_key,region_key,sales_amount,profit,quantity,discount,sales_id
363,599,800,350,526.45,31.587,5,0.0,3500
755,20,905,39,16.23,7.9527,3,0.0,3501
755,20,905,96,16.23,7.9527,3,0.0,3502
755,20,905,118,16.23,7.9527,3,0.0,3503
755,20,675,39,319.9,156.751,5,0.0,3504
755,20,675,96,319.9,156.751,5,0.0,3505
755,20,675,118,319.9,156.751,5,0.0,3506
755,20,154,39,11.36,5.3392,2,0.0,3507
755,20,154,96,11.36,5.3392,2,0.0,3508
755,20,154,118,11.36,5.3392,2,0.0,3509
755,20,1393,39,675.12,290.3016,3,0.0,3510
755,20,1393,96,675.12,290.3016,3,0.0,3511
755,20,1393,118,675.12,290.3016,3,0.0,3512
756,175,1394,187,62.82,30.7818,3,0.0,3513
756,175,861,187,489.92,0.0,8,0.0,3514
756,175,943,187,19.44,9.3312,3,0.0,3515
756,175,1319,187,16.68,8.34,2,0.0,3516
756,175,1395,187,155.35,0.0,13,0.0,3517
756,175,1396,187,12.42,4.4712,3,0.0,3518
756,175,544,187,187.98,52.6344,2,0.0,3519
503,295,320,371,6.608,2.1476,2,0.2,3520
161,268,848,21,248.57,67.1139,7,0.0,3521
161,268,1397,21,22.23,9.7812,1,0.0,3522
466,594,1209,2,5.98,1.0166,1,0.0,3523
466,594,241,2,246.168,21.5397,3,0.2,3524
163,340,1398,372,14.136,-7.7748,2,0.6,3525
163,340,1398,568,14.136,-7.7748,2,0.6,3526
163,340,1399,372,601.47,-300.735,3,0.5,3527
163,340,1399,568,601.47,-300.735,3,0.5,3528
222,277,1267,373,79.1,39.55,2,0.0,3529
222,277,807,373,327.84,157.3632,8,0.0,3530
727,313,233,39,180.96,81.432,2,0.0,3531
727,313,233,96,180.96,81.432,2,0.0,3532
727,313,233,118,180.96,81.432,2,0.0,3533
727,313,575,39,914.97,411.7365,3,0.0,3534
727,313,575,96,914.97,411.7365,3,0.0,3535
727,313,575,118,914.97,411.7365,3,0.0,3536
727,313,935,39,914.97,411.7365,3,0.0,3537
727,313,935,96,914.97,411.7365,3,0.0,3538
727,313,935,118,914.97,411.7365,3,0.0,3539
727,313,975,39,587.97,158.7519,3,0.0,3540
727,313,975,96,587.97,158.7519,3,0.0,3541
727,313,975,118,587.97,158.7519,3,0.0,3542
727,313,1400,39,587.97,158.7519,3,0.0,3543
727,313,1400,96,587.97,158.7519,3,0.0,3544
727,313,1400,118,587.97,158.7519,3,0.0,3545
727,313,1255,39,530.34,95.4612,2,0.0,3546
727,313,1255,96,530.34,95.4612,2,0.0,3547
727,313,1255,118,530.34,95.4612,2,0.0,3548
727,313,1401,39,14.94,7.3206,3,0.0,3549
727,313,1401,96,14.94,7.3206,3,0.0,3550
727,313,1401,118,14.94,7.3206,3,0.0,3551
757,86,1320,21,121.94,35.3626,2,0.0,3552
757,86,356,21,122.71,36.813,7,0.0,3553
31,634,818,21,14.94,7.0218,3,0.0,3554
31,634,1402,21,1349.85,364.4595,3,0.0,3555
31,634,1067,21,136.784,5.1294,1,0.2,3556
31,634,683,21,61.12,20.7808,4,0.0,3557
758,635,1075,117,1.167,-0.8558,1,0.7,3558
758,635,1075,197,1.167,-0.8558,1,0.7,3559
759,451,1403,74,16.99,4.9271,1,0.0,3560
642,566,1404,86,24.672,0.0,3,0.2,3561
642,566,1404,152,24.672,0.0,3,0.2,3562
642,566,398,86,2.52,0.882,1,0.2,3563
642,566,398,152,2.52,0.882,1,0.2,3564
642,566,4,86,1218.735,-121.8735,5,0.3,3565
642,566,4,152,1218.735,-121.8735,5,0.3,3566
642,566,1249,86,5.904,1.9926,2,0.2,3567
642,566,1249,152,5.904,1.9926,2,0.2,3568
642,566,790,86,15.696,5.1012,3,0.2,3569
642,566,790,152,15.696,5.1012,3,0.2,3570
642,566,539,86,6.096,-3.9624,3,0.6,3571
642,566,539,152,6.096,-3.9624,3,0.6,3572
237,636,799,2,41.568,2.598,2,0.2,3573
760,637,373,2,230.28,23.028,3,0.2,3574
760,637,32,2,18.288,5.715,6,0.2,3575
720,334,1405,9,5.78,2.7166,2,0.0,3576
720,334,679,9,121.68,38.025,13,0.2,3577
67,488,384,52,4.17,1.0842,3,0.0,3578
67,488,1030,52,67.04,6.704,4,0.2,3579
67,488,255,52,37.32,10.4496,3,0.0,3580
67,488,941,52,18.45,8.6715,5,0.0,3581
641,638,1204,331,25.92,12.4416,4,0.0,3582
761,639,1406,21,11199.968,3919.9888,4,0.2,3583
761,639,722,21,2399.6,647.892,8,0.0,3584
761,639,119,21,63.9,28.755,5,0.0,3585
761,639,514,21,52.99,0.5299,1,0.0,3586
39,116,456,25,60.864,9.1296,4,0.2,3587
39,116,456,137,60.864,9.1296,4,0.2,3588
39,116,456,303,60.864,9.1296,4,0.2,3589
39,116,456,307,60.864,9.1296,4,0.2,3590
39,116,1407,25,652.995,-935.9595,7,0.7,3591
39,116,1407,137,652.995,-935.9595,7,0.7,3592
39,116,1407,303,652.995,-935.9595,7,0.7,3593
39,116,1407,307,652.995,-935.9595,7,0.7,3594
39,116,1408,25,11.22,-7.48,10,0.7,3595
39,116,1408,137,11.22,-7.48,10,0.7,3596
39,116,1408,303,11.22,-7.48,10,0.7,3597
39,116,1408,307,11.22,-7.48,10,0.7,3598
230,493,1242,286,14.94,7.0218,3,0.0,3599
230,493,1298,286,14.94,7.0218,3,0.0,3600
357,640,899,5,39.96,17.1828,2,0.0,3601
357,640,1409,5,42.624,4.2624,2,0.2,3602
357,640,159,5,220.96,24.858,1,0.2,3603
762,542,1410,127,4.928,0.7392,2,0.2,3604
762,542,1410,280,4.928,0.7392,2,0.2,3605
762,542,549,127,7.23,-5.784,5,0.7,3606
762,542,549,280,7.23,-5.784,5,0.7,3607
763,641,772,2,323.1,61.389,2,0.0,3608
493,642,1411,21,19.04,9.3296,4,0.0,3609
493,642,525,21,13.128,4.2666,3,0.2,3610
493,642,1412,21,64.14,16.6764,3,0.0,3611
493,642,472,21,858.24,143.04,4,0.1,3612
764,216,707,374,29.99,2.999,1,0.0,3613
724,568,977,35,186.048,67.4424,6,0.2,3614
724,568,977,151,186.048,67.4424,6,0.2,3615
765,409,526,288,36.792,4.1391,1,0.2,3616
765,409,399,288,18.624,6.2856,8,0.2,3617
558,484,1016,286,57.69,23.6529,3,0.0,3618
558,484,1413,286,57.69,23.6529,3,0.0,3619
558,484,1414,286,42.81,20.1207,3,0.0,3620
558,484,1415,286,12.96,6.2208,2,0.0,3621
558,484,1386,286,821.88,213.6888,6,0.0,3622
558,484,141,286,104.85,28.3095,3,0.0,3623
183,65,907,91,424.9575,19.998,5,0.15,3624
698,128,1383,241,10.776,3.5022,3,0.2,3625
698,128,702,241,11.784,4.2717,3,0.2,3626
698,128,1416,241,164.88,80.7912,3,0.0,3627
698,128,1417,241,1292.94,77.5764,3,0.0,3628
698,128,1418,241,25.584,8.9544,2,0.2,3629
698,128,538,241,261.74,65.435,2,0.0,3630
698,128,789,241,14.4,7.056,5,0.0,3631
766,8,137,9,10.86,5.1042,3,0.0,3632
101,404,159,24,883.84,99.432,4,0.2,3633
355,376,1419,21,1979.89,494.9725,11,0.0,3634
355,376,897,21,79.96,35.982,2,0.0,3635
350,643,238,25,8.76,4.2048,2,0.0,3636
350,643,238,137,8.76,4.2048,2,0.0,3637
350,643,238,303,8.76,4.2048,2,0.0,3638
350,643,238,307,8.76,4.2048,2,0.0,3639
767,521,645,27,3.984,1.2948,1,0.2,3640
767,521,122,27,370.62,-142.071,3,0.4,3641
767,521,1214,27,2.742,-2.0108,2,0.7,3642
394,644,219,123,79.512,20.8719,3,0.2,3643
394,644,466,123,79.512,20.8719,3,0.2,3644
394,644,260,123,28.352,9.5688,1,0.2,3645
768,645,24,2,40.784,4.5882,1,0.2,3646
768,645,1289,2,105.96,29.6688,4,0.0,3647
341,646,164,95,166.44,79.8912,3,0.0,3648
341,646,1420,95,785.88,212.1876,6,0.0,3649
341,646,1421,95,26.2,12.838,2,0.0,3650
341,646,1255,95,1325.85,238.653,5,0.0,3651
735,647,450,74,166.44,79.8912,3,0.0,3652
735,647,1256,74,166.44,79.8912,3,0.0,3653
345,141,917,171,8.76,0.7665,5,0.2,3654
345,141,1323,171,43.584,4.3584,1,0.2,3655
262,648,1096,234,11.088,-8.1312,7,0.7,3656
262,648,741,234,25.164,-16.776,2,0.7,3657
277,415,620,26,14.4,7.056,5,0.0,3658
277,415,620,113,14.4,7.056,5,0.0,3659
277,415,620,254,14.4,7.056,5,0.0,3660
277,415,701,26,619.95,111.591,5,0.0,3661
277,415,701,113,619.95,111.591,5,0.0,3662
277,415,701,254,619.95,111.591,5,0.0,3663
277,415,1083,26,619.95,111.591,5,0.0,3664
277,415,1083,113,619.95,111.591,5,0.0,3665
277,415,1083,254,619.95,111.591,5,0.0,3666
277,415,1422,26,89.52,42.0744,4,0.0,3667
277,415,1422,113,89.52,42.0744,4,0.0,3668
277,415,1422,254,89.52,42.0744,4,0.0,3669
277,415,1423,26,350.973,152.0883,3,0.1,3670
277,415,1423,113,350.973,152.0883,3,0.1,3671
277,415,1423,254,350.973,152.0883,3,0.1,3672
277,415,1424,26,164.99,49.497,1,0.0,3673
277,415,1424,113,164.99,49.497,1,0.0,3674
277,415,1424,254,164.99,49.497,1,0.0,3675
223,565,1326,2,312.552,101.5794,9,0.2,3676
48,42,897,252,95.952,29.985,3,0.2,3677
48,42,888,252,3.204,-2.4564,2,0.7,3678
579,268,1425,104,3.98,-6.567,5,0.8,3679
579,268,1425,318,3.98,-6.567,5,0.8,3680
769,290,1426,2,15.7,7.065,5,0.0,3681
480,155,1210,23,5.248,1.64,4,0.2,3682
770,381,1000,11,5.346,-4.455,3,0.7,3683
771,80,1427,375,15.48,5.6115,3,0.2,3684
771,80,1428,375,108.576,8.1432,3,0.2,3685
116,296,509,5,109.9,37.366,5,0.0,3686
772,298,1016,162,15.384,4.0383,1,0.2,3687
772,298,1413,162,15.384,4.0383,1,0.2,3688
570,649,426,169,30.352,10.6232,2,0.2,3689
570,649,426,182,30.352,10.6232,2,0.2,3690
570,649,426,376,30.352,10.6232,2,0.2,3691
773,599,1429,117,821.3,-16.426,4,0.5,3692
773,599,1429,197,821.3,-16.426,4,0.5,3693
773,599,1430,117,22638.48,-1811.0784,6,0.5,3694
773,599,1430,197,22638.48,-1811.0784,6,0.5,3695
773,599,130,117,21.376,7.4816,4,0.2,3696
773,599,130,197,21.376,7.4816,4,0.2,3697
773,599,1431,117,8.016,1.002,3,0.2,3698
773,599,1431,197,8.016,1.002,3,0.2,3699
773,599,1016,117,30.768,8.0766,2,0.2,3700
773,599,1016,197,30.768,8.0766,2,0.2,3701
773,599,1413,117,30.768,8.0766,2,0.2,3702
773,599,1413,197,30.768,8.0766,2,0.2,3703
773,599,555,117,18.936,5.9175,3,0.2,3704
773,599,555,197,18.936,5.9175,3,0.2,3705
773,599,1165,117,122.352,15.294,3,0.2,3706
773,599,1165,197,122.352,15.294,3,0.2,3707
774,262,1432,282,116.28,56.9772,3,0.0,3708
498,558,178,21,132.6,17.238,6,0.0,3709
115,438,1069,52,16.68,4.3368,2,0.0,3710
115,438,1433,52,19.44,9.3312,3,0.0,3711
115,438,1434,52,192.16,92.2368,4,0.0,3712
565,231,1435,2,227.36,81.8496,7,0.0,3713
565,231,1161,2,1919.976,215.9973,3,0.2,3714
556,486,413,117,12.828,-8.9796,2,0.7,3715
556,486,413,197,12.828,-8.9796,2,0.7,3716
450,435,619,85,45.888,9.1776,4,0.2,3717
450,435,619,319,45.888,9.1776,4,0.2,3718
450,435,619,441,45.888,9.1776,4,0.2,3719
571,307,160,22,60.12,22.2444,9,0.0,3720
571,307,160,385,60.12,22.2444,9,0.0,3721
574,63,728,41,302.376,37.797,3,0.2,3722
574,63,728,108,302.376,37.797,3,0.2,3723
574,63,1436,41,302.376,37.797,3,0.2,3724
574,63,1436,108,302.376,37.797,3,0.2,3725
495,458,1071,5,13.9,5.56,5,0.0,3726
775,435,1437,21,129.98,62.3904,2,0.0,3727
776,650,359,39,71.98,15.1158,2,0.0,3728
776,650,359,96,71.98,15.1158,2,0.0,3729
776,650,359,118,71.98,15.1158,2,0.0,3730
558,590,1438,21,377.97,109.6113,3,0.0,3731
203,340,828,128,124.36,33.5772,2,0.0,3732
777,167,566,13,23.976,-14.3856,3,0.6,3733
131,22,205,159,8.376,2.7222,3,0.2,3734
131,22,946,159,58.24,5.096,5,0.2,3735
168,484,726,187,81.2,12.18,5,0.0,3736
778,651,266,145,14.45,6.7915,5,0.0,3737
778,651,989,145,95.648,31.0856,2,0.2,3738
660,213,1222,11,359.97,-71.994,5,0.4,3739
660,213,1358,11,350.352,-140.1408,4,0.4,3740
67,86,525,188,1.641,-1.3128,1,0.7,3741
67,86,1350,188,629.958,94.4937,7,0.4,3742
779,652,149,5,6.63,1.7901,3,0.0,3743
779,652,657,5,799.96,343.9828,4,0.0,3744
779,652,218,5,107.53,21.506,1,0.0,3745
779,652,1615,5,107.53,21.506,1,0.0,3746
780,14,693,148,73.98,19.9746,2,0.0,3747
780,14,803,148,5.58,2.1762,1,0.0,3748
781,556,34,377,49.12,23.0864,4,0.0,3749
51,108,1439,47,377.97,94.4925,3,0.0,3750
51,108,1439,259,377.97,94.4925,3,0.0,3751
51,108,676,47,42.28,19.8716,7,0.0,3752
51,108,676,259,42.28,19.8716,7,0.0,3753
51,108,907,47,299.97,56.9943,3,0.0,3754
51,108,907,259,299.97,56.9943,3,0.0,3755
51,108,824,47,89.98,43.1904,2,0.0,3756
51,108,824,259,89.98,43.1904,2,0.0,3757
514,495,1440,378,477.24,9.5448,4,0.0,3758
514,495,1441,378,25.98,1.5588,2,0.0,3759
782,233,1050,47,46.72,17.52,5,0.2,3760
782,233,1050,259,46.72,17.52,5,0.2,3761
131,653,1398,74,35.34,13.4292,2,0.0,3762
783,35,598,9,257.64,100.4796,6,0.0,3763
783,35,67,9,125.976,47.241,3,0.2,3764
784,249,412,117,79.992,21.9978,1,0.2,3765
784,249,412,197,79.992,21.9978,1,0.2,3766
553,410,607,48,700.056,-130.0104,3,0.3,3767
553,410,607,64,700.056,-130.0104,3,0.3,3768
553,410,607,101,700.056,-130.0104,3,0.3,3769
7,400,1442,379,27.168,-1.3584,4,0.2,3770
785,654,1331,367,8.226,-6.0324,3,0.7,3771
786,230,1443,5,585.552,73.194,3,0.2,3772
234,613,1444,380,423.28,110.0528,11,0.0,3773
543,521,1164,2,225.296,22.5296,2,0.2,3774
787,655,1071,9,5.56,2.224,2,0.0,3775
787,655,625,9,323.37,129.348,3,0.0,3776
787,655,975,9,783.96,68.5965,5,0.2,3777
787,655,1400,9,783.96,68.5965,5,0.2,3778
787,655,1381,9,1447.65,419.8185,5,0.0,3779
787,655,1347,9,11.96,5.8604,2,0.0,3780
726,302,663,21,239.97,71.991,3,0.0,3781
22,656,1016,39,76.92,31.5372,4,0.0,3782
22,656,1016,96,76.92,31.5372,4,0.0,3783
22,656,1016,118,76.92,31.5372,4,0.0,3784
22,656,1413,39,76.92,31.5372,4,0.0,3785
22,656,1413,96,76.92,31.5372,4,0.0,3786
22,656,1413,118,76.92,31.5372,4,0.0,3787
22,656,779,39,481.32,125.1432,4,0.0,3788
22,656,779,96,481.32,125.1432,4,0.0,3789
22,656,779,118,481.32,125.1432,4,0.0,3790
543,657,366,237,48.4,23.232,5,0.0,3791
543,657,366,381,48.4,23.232,5,0.0,3792
387,72,1445,9,0.99,0.4356,1,0.0,3793
387,72,996,9,101.84,36.917,5,0.2,3794
739,485,1446,11,10.332,-7.5768,3,0.7,3795
739,485,352,11,31.155,-23.8855,5,0.7,3796
739,485,1447,11,8.928,0.6696,2,0.2,3797
788,356,1448,11,34.384,3.8682,1,0.2,3798
788,356,229,11,1924.16,312.676,8,0.2,3799
789,658,1449,63,32.192,-80.48,2,0.8,3800
789,658,1054,63,50.12,-0.6265,7,0.2,3801
789,658,1246,63,47.976,1.7991,3,0.2,3802
324,371,379,382,54.5,14.17,5,0.0,3803
390,538,746,3,19.104,5.7312,3,0.2,3804
442,362,92,69,49.44,24.2256,3,0.0,3805
344,530,503,25,10.368,3.6288,2,0.2,3806
344,530,503,137,10.368,3.6288,2,0.2,3807
344,530,503,303,10.368,3.6288,2,0.2,3808
344,530,503,307,10.368,3.6288,2,0.2,3809
148,33,234,74,154.44,1.5444,3,0.0,3810
380,46,939,82,60.984,4.5738,7,0.2,3811
790,342,1132,383,195.466,-13.7976,2,0.15,3812
505,165,347,384,23.68,6.216,8,0.2,3813
505,165,1450,384,2.376,0.7425,3,0.2,3814
637,647,200,21,59.2,29.6,4,0.0,3815
226,644,210,73,22.0,9.68,10,0.0,3816
584,437,966,69,257.98,74.8142,2,0.0,3817
733,156,1451,11,23.988,-15.992,2,0.4,3818
791,173,1147,22,23.976,-15.5844,4,0.4,3819
791,173,1147,385,23.976,-15.5844,4,0.4,3820
482,523,504,2,601.536,0.0,4,0.2,3821
482,523,1452,2,7.9,2.528,2,0.0,3822
267,551,289,386,58.36,-24.803,5,0.6,3823
267,551,136,386,16.464,1.4406,7,0.2,3824
267,551,566,386,39.96,-23.976,5,0.6,3825
159,313,96,173,25.96,7.5284,2,0.0,3826
159,313,1215,173,36.27,10.881,3,0.0,3827
159,313,822,173,6.48,3.1104,1,0.0,3828
792,635,670,387,1075.088,94.0702,14,0.2,3829
792,635,826,387,438.368,38.3572,4,0.2,3830
792,635,512,387,18.088,6.5569,7,0.2,3831
792,635,433,387,308.499,-18.147,3,0.15,3832
180,491,1227,339,13.36,4.1416,4,0.0,3833
180,491,687,339,39.96,18.7812,2,0.0,3834
180,491,711,339,145.85,70.008,5,0.0,3835
793,330,474,107,783.96,78.396,5,0.2,3836
550,316,33,140,7.88,1.773,1,0.2,3837
550,316,33,244,7.88,1.773,1,0.2,3838
133,659,94,377,41.37,17.3754,3,0.0,3839
794,474,1128,9,12.84,5.778,3,0.0,3840
794,474,1453,9,25.68,11.556,6,0.0,3841
68,231,1285,268,47.516,-2.0364,2,0.3,3842
396,660,1228,5,9.42,0.471,2,0.0,3843
396,660,1454,5,12.96,6.2208,2,0.0,3844
396,660,1260,5,704.9,56.392,5,0.0,3845
396,660,1365,5,704.9,56.392,5,0.0,3846
396,660,1142,5,561.568,28.0784,2,0.2,3847
548,487,371,176,179.82,84.5154,9,0.0,3848
548,487,1455,176,185.58,76.0878,6,0.0,3849
548,487,725,176,214.11,36.3987,3,0.0,3850
548,487,1301,176,999.96,229.9908,4,0.0,3851
548,487,567,176,653.55,111.1035,3,0.0,3852
136,661,716,48,114.6,51.57,5,0.0,3853
136,661,716,64,114.6,51.57,5,0.0,3854
136,661,716,101,114.6,51.57,5,0.0,3855
136,661,165,48,60.74,15.185,1,0.0,3856
136,661,165,64,60.74,15.185,1,0.0,3857
136,661,165,101,60.74,15.185,1,0.0,3858
136,661,1306,48,124.36,27.3592,2,0.0,3859
136,661,1306,64,124.36,27.3592,2,0.0,3860
136,661,1306,101,124.36,27.3592,2,0.0,3861
136,661,247,48,1088.76,315.7404,6,0.0,3862
136,661,247,64,1088.76,315.7404,6,0.0,3863
136,661,247,101,1088.76,315.7404,6,0.0,3864
466,662,1354,209,6.72,2.352,5,0.2,3865
466,662,211,209,298.776,7.4694,3,0.2,3866
414,380,204,138,302.376,22.6782,3,0.2,3867
66,420,313,86,8.928,0.558,2,0.2,3868
66,420,313,152,8.928,0.558,2,0.2,3869
66,420,1079,86,47.584,-2.974,2,0.2,3870
66,420,1079,152,47.584,-2.974,2,0.2,3871
795,193,1456,13,33.792,10.56,8,0.2,3872
795,193,593,13,300.5328,-97.2312,2,0.32,3873
795,193,1295,13,2.724,-4.3584,2,0.8,3874
795,193,30,13,3.264,1.1016,2,0.2,3875
132,78,1457,169,108.336,37.9176,6,0.2,3876
132,78,1457,182,108.336,37.9176,6,0.2,3877
132,78,1457,376,108.336,37.9176,6,0.2,3878
132,78,5,169,55.92,6.291,5,0.2,3879
132,78,5,182,55.92,6.291,5,0.2,3880
132,78,5,376,55.92,6.291,5,0.2,3881
132,78,1458,169,78.304,29.364,2,0.2,3882
132,78,1458,182,78.304,29.364,2,0.2,3883
132,78,1458,376,78.304,29.364,2,0.2,3884
302,445,1459,33,443.92,-94.333,5,0.2,3885
302,445,1437,33,155.976,54.5916,3,0.2,3886
796,663,149,378,15.47,4.1769,7,0.0,3887
796,663,177,378,7.16,3.4368,2,0.0,3888
344,316,939,2,10.89,2.8314,1,0.0,3889
344,316,1460,2,19.44,9.3312,3,0.0,3890
344,316,1009,2,121.6,39.52,5,0.2,3891
633,647,955,367,695.7,-27.828,2,0.5,3892
38,81,779,21,120.33,31.2858,1,0.0,3893
620,279,468,310,1139.92,284.98,4,0.0,3894
516,211,846,127,229.544,83.2097,7,0.2,3895
516,211,846,280,229.544,83.2097,7,0.2,3896
722,664,438,125,143.728,-32.3388,2,0.2,3897
722,664,438,337,143.728,-32.3388,2,0.2,3898
797,4,1391,11,36.048,-0.9012,3,0.2,3899
798,411,536,370,845.488,-12.0784,8,0.3,3900
798,411,536,604,845.488,-12.0784,8,0.3,3901
702,191,209,263,50.94,14.2632,3,0.0,3902
702,191,209,551,50.94,14.2632,3,0.0,3903
19,382,454,23,762.594,-1143.891,3,0.8,3904
799,665,1461,210,56.28,15.7584,6,0.0,3905
799,665,1187,210,2690.97,1264.7559,3,0.0,3906
86,322,871,160,7.434,-5.6994,6,0.7,3907
800,347,463,11,64.784,-12.9568,1,0.2,3908
95,666,734,39,28.16,13.2352,4,0.0,3909
95,666,734,96,28.16,13.2352,4,0.0,3910
95,666,734,118,28.16,13.2352,4,0.0,3911
691,604,1462,163,14.98,6.8908,1,0.0,3912
691,604,1462,193,14.98,6.8908,1,0.0,3913
691,604,539,163,20.32,6.9088,4,0.0,3914
691,604,539,193,20.32,6.9088,4,0.0,3915
649,614,1041,48,40.29,10.4754,3,0.0,3916
649,614,1041,64,40.29,10.4754,3,0.0,3917
649,614,1041,101,40.29,10.4754,3,0.0,3918
801,182,1405,348,20.23,9.5081,7,0.0,3919
371,138,448,74,1603.136,100.196,4,0.2,3920
244,667,1164,127,225.296,22.5296,2,0.2,3921
244,667,1164,280,225.296,22.5296,2,0.2,3922
241,619,664,130,67.8,4.068,4,0.0,3923
241,619,1463,130,377.97,98.2722,3,0.0,3924
241,619,201,130,1628.82,374.6286,9,0.0,3925
241,619,846,130,286.93,140.5957,7,0.0,3926
802,303,1415,388,20.736,7.2576,4,0.2,3927
803,272,475,9,31.44,8.4888,3,0.0,3928
803,272,362,9,83.79,22.6233,7,0.0,3929
803,272,400,9,59.52,15.4752,3,0.0,3930
803,272,1464,9,31.92,9.2568,4,0.0,3931
339,315,329,188,14.72,-3.312,5,0.2,3932
339,315,726,188,38.976,-2.436,3,0.2,3933
493,63,1465,89,17.088,1.068,2,0.2,3934
580,668,1338,99,74.352,23.235,3,0.2,3935
580,668,546,99,314.352,-35.3646,3,0.2,3936
141,562,321,2,4.26,1.7466,1,0.0,3937
674,350,542,74,811.28,24.3384,8,0.0,3938
615,267,133,21,6.03,2.9547,3,0.0,3939
804,144,1002,74,153.568,-5.7588,2,0.2,3940
804,144,325,74,1013.488,76.0116,7,0.2,3941
805,657,1261,60,52.34,24.5998,2,0.0,3942
805,657,375,60,4.66,1.3514,2,0.0,3943
805,657,107,60,254.97,91.7892,3,0.0,3944
252,175,16,389,25.44,12.72,6,0.0,3945
252,175,666,389,27.93,8.0997,3,0.0,3946
806,613,614,370,8.85,-13.7175,5,0.8,3947
806,613,614,604,8.85,-13.7175,5,0.8,3948
584,319,859,9,6.96,2.2272,4,0.0,3949
807,224,640,9,17.456,5.8914,2,0.2,3950
808,213,392,260,307.92,-34.641,5,0.2,3951
405,213,457,2,6.63,1.7901,3,0.0,3952
405,213,868,2,12.96,6.2208,2,0.0,3953
405,213,736,2,32.4,15.552,5,0.0,3954
809,176,1466,5,23.85,10.7325,5,0.0,3955
334,669,799,390,51.96,12.99,2,0.0,3956
334,669,961,390,17.94,8.6112,3,0.0,3957
437,37,1467,31,11.56,5.6644,2,0.0,3958
437,37,1467,126,11.56,5.6644,2,0.0,3959
437,37,220,31,26.4,11.88,5,0.0,3960
437,37,220,126,26.4,11.88,5,0.0,3961
437,37,1468,31,69.08,29.0136,11,0.0,3962
437,37,1468,126,69.08,29.0136,11,0.0,3963
437,37,181,31,35.88,10.0464,3,0.0,3964
437,37,181,126,35.88,10.0464,3,0.0,3965
810,28,1078,90,49.65,20.853,5,0.0,3966
810,28,1078,229,49.65,20.853,5,0.0,3967
811,425,1343,36,959.968,119.996,4,0.2,3968
34,618,286,13,408.422,-5.8346,2,0.3,3969
812,39,1343,21,479.984,59.998,2,0.2,3970
812,39,398,21,12.6,6.048,4,0.0,3971
221,627,786,39,184.66,84.9436,7,0.0,3972
221,627,786,96,184.66,84.9436,7,0.0,3973
221,627,786,118,184.66,84.9436,7,0.0,3974
2,258,1226,23,23.12,8.381,5,0.2,3975
813,543,1080,391,37.464,12.1758,7,0.2,3976
813,543,1200,391,539.658,-7.7094,3,0.3,3977
468,38,1469,5,310.12,80.6312,2,0.0,3978
133,352,1470,17,8.56,3.852,2,0.0,3979
133,352,475,17,52.4,14.148,5,0.0,3980
133,352,1151,17,14.94,6.8724,3,0.0,3981
601,251,1038,5,11.22,0.2244,3,0.0,3982
600,105,649,223,387.136,24.196,4,0.2,3983
600,105,864,223,387.136,24.196,4,0.2,3984
738,238,1471,392,41.4,19.458,5,0.0,3985
738,238,1472,392,35.0,10.5,4,0.0,3986
738,238,92,392,39.552,14.3376,3,0.2,3987
89,352,1428,393,135.72,35.2872,3,0.0,3988
89,352,1392,393,12.56,5.652,2,0.0,3989
89,352,994,393,263.96,71.2692,4,0.0,3990
152,340,1473,63,5.952,0.372,1,0.2,3991
814,625,1452,11,15.8,2.37,5,0.2,3992
814,625,1115,11,14.368,3.9512,2,0.2,3993
814,625,990,11,70.448,12.3284,7,0.2,3994
290,463,562,9,129.3,6.465,2,0.0,3995
673,490,631,94,3.882,-5.823,3,0.8,3996
308,339,836,69,6.08,3.04,1,0.0,3997
815,595,950,264,19.9,8.955,1,0.0,3998
815,595,1474,264,70.71,4.9497,1,0.0,3999
816,670,1468,39,18.84,7.9128,3,0.0,4000
816,670,1468,96,18.84,7.9128,3,0.0,4001
816,670,1468,118,18.84,7.9128,3,0.0,4002
401,565,833,394,8.64,2.5056,3,0.0,4003
401,565,833,403,8.64,2.5056,3,0.0,4004
16,275,318,156,1633.188,-1306.5504,4,0.7,4005
16,275,318,198,1633.188,-1306.5504,4,0.7,4006
16,275,318,343,1633.188,-1306.5504,4,0.7,4007
552,468,633,66,19.76,8.2992,4,0.0,4008
817,628,933,9,6.608,2.2302,2,0.2,4009
817,628,250,9,7.28,2.73,2,0.2,4010
817,628,325,9,144.784,10.8588,1,0.2,4011
410,219,975,5,156.792,13.7193,1,0.2,4012
410,219,1400,5,156.792,13.7193,1,0.2,4013
410,219,1419,5,431.976,26.9985,3,0.2,4014
410,219,82,5,35.89,16.1505,1,0.0,4015
410,219,680,5,47.208,15.3426,7,0.2,4016
410,219,131,5,248.08,116.5976,7,0.0,4017
410,219,68,5,189.7,89.159,5,0.0,4018
410,219,447,5,59.808,19.4376,3,0.2,4019
614,252,1475,176,90.99,14.5584,1,0.0,4020
614,252,641,176,1526.56,427.4368,7,0.0,4021
614,252,819,176,368.97,40.5867,3,0.0,4022
124,499,300,2,305.01,76.2525,9,0.0,4023
124,499,1476,2,18.7,7.106,1,0.0,4024
255,294,498,9,38.29,16.4647,7,0.0,4025
818,487,1477,74,26.25,11.025,3,0.0,4026
818,487,1478,74,64.96,22.736,14,0.2,4027
818,487,761,74,43.7,20.539,5,0.0,4028
106,671,199,250,41.6,13.0,4,0.2,4029
